,Jan,DailyCustomersJan,Feb,March,April,May,June,July,Aug,Sept,Oct,Nov,Dec,DrinkDescription,JanDivisor
0,2.55,328.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,"Specialty,Americano,Hot,Coffee",=G2/128.62745098039215
